n_particles,parallel_time,serial_time,Pool,ThreadPool
0,2100,0.24153399467468262,0.9178283214569092,True,False
0,2350,0.3292558193206787,1.1996896266937256,True,False
0,2600,0.2997860908508301,1.2417802810668945,True,False
0,2850,0.43038320541381836,1.5204222202301025,True,False
0,3100,0.4453771114349365,1.9678864479064941,True,False
0,3350,0.6504886150360107,2.300985336303711,True,False
0,3600,0.507763147354126,2.762596368789673,True,False
0,3850,0.5611646175384521,2.644026517868042,True,False
0,4100,0.6991763114929199,3.0212297439575195,True,False
0,4350,0.7188642024993896,3.4567558765411377,True,False
0,4600,0.862187385559082,3.8745155334472656,True,False
0,4850,0.9412760734558105,4.137779951095581,True,False
0,100,0.04992842674255371,0.0028390884399414062,True,False
0,350,0.11652517318725586,0.037384748458862305,True,False
0,600,0.12371230125427246,0.10356831550598145,True,False
0,850,0.19745779037475586,0.21707916259765625,True,False
0,1100,0.18501615524291992,0.31770896911621094,True,False
0,1350,0.14112210273742676,0.4538428783416748,True,False
0,1600,0.389376163482666,0.5688838958740234,True,False
0,1850,0.3656497001647949,0.7369329929351807,True,False
0,2100,0.2762017250061035,0.9064846038818359,True,False
0,2350,0.2905893325805664,1.0913994312286377,True,False
0,2600,0.3200399875640869,1.3317089080810547,True,False
0,2850,0.33643603324890137,1.2508666515350342,True,False
0,3100,0.4032633304595947,1.765988826751709,True,False
0,3350,0.5469958782196045,2.3753867149353027,True,False
0,3600,0.7163331508636475,2.5729432106018066,True,False
0,3850,0.6802449226379395,2.666513681411743,True,False
0,4100,0.7499454021453857,2.5561423301696777,True,False
0,4350,0.8802192211151123,3.2468647956848145,True,False
0,4600,0.9373397827148438,4.067824840545654,True,False
0,4850,1.0190527439117432,4.2757556438446045,True,False
0,100,0.05134272575378418,0.0027730464935302734,True,False
0,350,0.12206578254699707,0.04107666015625,True,False
0,600,0.1308460235595703,0.10450220108032227,True,False
0,850,0.11882472038269043,0.18218755722045898,True,False
0,1100,0.1358814239501953,0.37403130531311035,True,False
0,1350,0.22453045845031738,0.3980569839477539,True,False
0,1600,0.20417308807373047,0.6252734661102295,True,False
0,1850,0.22168445587158203,0.822812557220459,True,False
0,2100,0.2667520046234131,1.0152435302734375,True,False
0,2350,0.32861804962158203,0.9696474075317383,True,False
0,2600,0.30011940002441406,1.1673007011413574,True,False
0,2850,0.3194084167480469,1.5275380611419678,True,False
0,3100,0.3836073875427246,1.8431477546691895,True,False
0,3350,0.4955933094024658,2.400146007537842,True,False
0,3600,0.5433359146118164,2.6095521450042725,True,False
0,3850,0.6246206760406494,2.9427037239074707,True,False
0,4100,0.6978073120117188,3.1336324214935303,True,False
0,4350,0.8325607776641846,3.407641887664795,True,False
0,4600,0.8044822216033936,3.7779877185821533,True,False
0,4850,0.9906032085418701,4.184366703033447,True,False
0,100,0.05538225173950195,0.002393484115600586,True,False
0,350,0.10023260116577148,0.034940242767333984,True,False
0,600,0.11080574989318848,0.10753893852233887,True,False
0,850,0.12372279167175293,0.17844438552856445,True,False
