index,n_particles,n_simulations,integrators,parallel_time,serial_time,std_numpy
0,1000,1,integrator_leapfrog,0.4267568588256836,0.41001462936401367,True
0,1000,2,integrator_leapfrog,0.7750716209411621,0.8117327690124512,True
0,1000,3,integrator_leapfrog,0.884998083114624,1.1259827613830566,True
0,1000,4,integrator_leapfrog,1.2160773277282715,1.4874331951141357,True
0,1000,5,integrator_leapfrog,1.2438807487487793,1.7928791046142578,True
0,1250,1,integrator_leapfrog,0.662952184677124,0.640084981918335,True
0,1250,2,integrator_leapfrog,0.930760383605957,1.3618450164794922,True
0,1250,3,integrator_leapfrog,1.170339822769165,1.6588115692138672,True
0,1250,4,integrator_leapfrog,1.3783595561981201,2.229367256164551,True
0,1250,5,integrator_leapfrog,1.9027366638183594,3.0172080993652344,True
0,1500,1,integrator_leapfrog,1.015955924987793,0.8990321159362793,True
0,1500,2,integrator_leapfrog,1.3833317756652832,1.5278966426849365,True
0,1500,3,integrator_leapfrog,1.6857223510742188,2.734565496444702,True
0,1500,4,integrator_leapfrog,1.8127949237823486,3.559481382369995,True
0,1500,5,integrator_leapfrog,2.5395901203155518,4.465883493423462,True
0,1750,1,integrator_leapfrog,1.3004648685455322,1.0689811706542969,True
0,1750,2,integrator_leapfrog,1.5675015449523926,2.056933641433716,True
0,1750,3,integrator_leapfrog,1.9963138103485107,3.5179524421691895,True
0,1750,4,integrator_leapfrog,2.433746576309204,4.936953783035278,True
0,1750,5,integrator_leapfrog,3.356675386428833,5.979680061340332,True
0,2000,1,integrator_leapfrog,1.7267518043518066,1.446608066558838,True
0,2000,2,integrator_leapfrog,2.212052822113037,2.5374677181243896,True
0,2000,3,integrator_leapfrog,3.0114028453826904,4.974552392959595,True
0,2000,4,integrator_leapfrog,3.901411771774292,6.246586084365845,True
0,2000,5,integrator_leapfrog,3.8268611431121826,7.099684953689575,True
0,250,1,integrator_leapfrog,0.06757664680480957,0.043474674224853516,True
0,250,2,integrator_leapfrog,0.15893006324768066,0.09018754959106445,True
0,250,3,integrator_leapfrog,0.3005235195159912,0.1385047435760498,True
0,250,4,integrator_leapfrog,0.2664334774017334,0.16061902046203613,True
0,250,5,integrator_leapfrog,0.2659275531768799,0.2814640998840332,True
0,500,1,integrator_leapfrog,0.19257283210754395,0.20576691627502441,True
0,500,2,integrator_leapfrog,0.23715686798095703,0.2178807258605957,True
0,500,3,integrator_leapfrog,0.2928733825683594,0.3815586566925049,True
0,500,4,integrator_leapfrog,0.3212244510650635,0.4700047969818115,True
0,500,5,integrator_leapfrog,0.43821144104003906,0.6130716800689697,True
0,750,1,integrator_leapfrog,0.332416296005249,0.2696211338043213,True
0,750,2,integrator_leapfrog,0.3731691837310791,0.44217562675476074,True
0,750,3,integrator_leapfrog,0.526918888092041,0.6995999813079834,True
0,750,4,integrator_leapfrog,0.6597898006439209,0.8615961074829102,True
0,750,5,integrator_leapfrog,0.8371849060058594,1.081475019454956,True
0,1000,1,integrator_leapfrog,0.4152216911315918,0.3908345699310303,True
0,1000,2,integrator_leapfrog,0.564974308013916,0.71917724609375,True
0,1000,3,integrator_leapfrog,0.7705252170562744,1.0970981121063232,True
0,1000,4,integrator_leapfrog,1.1374826431274414,1.408412218093872,True
0,1000,5,integrator_leapfrog,1.2231435775756836,1.8526694774627686,True
0,1250,1,integrator_leapfrog,0.6600630283355713,0.5615999698638916,True
0,1250,2,integrator_leapfrog,0.8997657299041748,1.0915520191192627,True
0,1250,3,integrator_leapfrog,1.1829540729522705,1.7355632781982422,True
0,1250,4,integrator_leapfrog,1.3954870700836182,2.432394027709961,True
0,1250,5,integrator_leapfrog,1.7374296188354492,3.0595784187316895,True
0,1500,1,integrator_leapfrog,1.0775206089019775,0.8225588798522949,True
0,1500,2,integrator_leapfrog,1.1938986778259277,1.6399717330932617,True
0,1500,3,integrator_leapfrog,1.6264185905456543,2.3521013259887695,True
0,1500,4,integrator_leapfrog,2.1709651947021484,3.6077992916107178,True
0,1500,5,integrator_leapfrog,2.3562581539154053,4.5941526889801025,True
0,1750,1,integrator_leapfrog,1.323073148727417,1.090864658355713,True
0,1750,2,integrator_leapfrog,1.653872013092041,2.0151050090789795,True
0,1750,3,integrator_leapfrog,2.24185848236084,3.4577996730804443,True
0,1750,4,integrator_leapfrog,2.816991090774536,4.72350549697876,True
0,1750,5,integrator_leapfrog,3.1905722618103027,6.6917009353637695,True
0,2000,1,integrator_leapfrog,1.6760575771331787,1.4861478805541992,True
0,2000,2,integrator_leapfrog,2.587918519973755,2.8475325107574463,True
0,2000,3,integrator_leapfrog,2.815289258956909,4.3836987018585205,True
0,2000,4,integrator_leapfrog,3.2727019786834717,5.715708494186401,True
0,2000,5,integrator_leapfrog,4.267009735107422,7.505615472793579,True
0,250,1,integrator_leapfrog,0.09831690788269043,0.07807350158691406,True
0,250,2,integrator_leapfrog,0.12132859230041504,0.07520651817321777,True
0,250,3,integrator_leapfrog,0.16150760650634766,0.12417101860046387,True
0,250,4,integrator_leapfrog,0.19771504402160645,0.18480753898620605,True
0,250,5,integrator_leapfrog,0.2454967498779297,0.216963529586792,True
0,500,1,integrator_leapfrog,0.16948723793029785,0.1195533275604248,True
0,500,2,integrator_leapfrog,0.2676665782928467,0.2417738437652588,True
0,500,3,integrator_leapfrog,0.2644634246826172,0.3139328956604004,True
0,500,4,integrator_leapfrog,0.3361968994140625,0.5116565227508545,True
0,500,5,integrator_leapfrog,0.45768284797668457,0.5805070400238037,True
0,750,1,integrator_leapfrog,0.25786495208740234,0.2014155387878418,True
0,750,2,integrator_leapfrog,0.3320322036743164,0.41737866401672363,True
0,750,3,integrator_leapfrog,0.5219063758850098,0.6665365695953369,True
0,750,4,integrator_leapfrog,0.7016105651855469,0.9530453681945801,True
0,750,5,integrator_leapfrog,0.9064433574676514,1.1765904426574707,True
0,1000,1,integrator_leapfrog,0.4011266231536865,0.4347097873687744,True
0,1000,2,integrator_leapfrog,0.7229406833648682,0.7500135898590088,True
0,1000,3,integrator_leapfrog,0.8634941577911377,1.3370082378387451,True
0,1000,4,integrator_leapfrog,1.177440881729126,1.589491367340088,True
0,1000,5,integrator_leapfrog,1.279970407485962,1.9646403789520264,True
0,1250,1,integrator_leapfrog,0.7326164245605469,0.6798262596130371,True
0,1250,2,integrator_leapfrog,1.1575183868408203,1.2409090995788574,True
0,1250,3,integrator_leapfrog,1.3393948078155518,1.7581970691680908,True
0,1250,4,integrator_leapfrog,1.3319337368011475,2.4989585876464844,True
0,1250,5,integrator_leapfrog,1.6947071552276611,3.1829311847686768,True
0,1500,1,integrator_leapfrog,0.9343223571777344,0.7293622493743896,True
0,1500,2,integrator_leapfrog,1.2009756565093994,1.5803284645080566,True
0,1500,3,integrator_leapfrog,1.5985774993896484,2.530261754989624,True
0,1500,4,integrator_leapfrog,2.0687856674194336,3.178006649017334,True
0,1500,5,integrator_leapfrog,2.7129135131835938,4.656113386154175,True
0,1750,1,integrator_leapfrog,1.3532800674438477,1.2476563453674316,True
0,1750,2,integrator_leapfrog,1.7816567420959473,2.257934093475342,True
0,1750,3,integrator_leapfrog,2.029829263687134,3.6809332370758057,True
0,1750,4,integrator_leapfrog,2.519865036010742,4.404016017913818,True
0,1750,5,integrator_leapfrog,3.563812494277954,6.201484203338623,True
0,2000,1,integrator_leapfrog,1.6402168273925781,1.4443247318267822,True
0,2000,2,integrator_leapfrog,2.091545343399048,2.686260938644409,True
0,2000,3,integrator_leapfrog,2.9155726432800293,4.384035110473633,True
0,2000,4,integrator_leapfrog,3.184859275817871,5.981516122817993,True
0,2000,5,integrator_leapfrog,4.316484689712524,7.70868992805481,True
0,250,1,integrator_leapfrog,0.08899450302124023,0.05674171447753906,True
0,250,2,integrator_leapfrog,0.1217348575592041,0.10120701789855957,True
0,250,3,integrator_leapfrog,0.16290569305419922,0.11342024803161621,True
0,250,4,integrator_leapfrog,0.18727803230285645,0.16516566276550293,True
0,250,5,integrator_leapfrog,0.3736257553100586,0.20497369766235352,True
0,500,1,integrator_leapfrog,0.15984487533569336,0.11452054977416992,True
0,500,2,integrator_leapfrog,0.21869206428527832,0.240128755569458,True
0,500,3,integrator_leapfrog,0.2621192932128906,0.3628840446472168,True
0,500,4,integrator_leapfrog,0.3329617977142334,0.42919325828552246,True
0,500,5,integrator_leapfrog,0.39110350608825684,0.5073835849761963,True
0,750,1,integrator_leapfrog,0.1982870101928711,0.21599245071411133,True
0,750,2,integrator_leapfrog,0.39063000679016113,0.47899937629699707,True
0,750,3,integrator_leapfrog,0.5074350833892822,0.6734786033630371,True
0,750,4,integrator_leapfrog,0.6238830089569092,0.9583694934844971,True
0,750,5,integrator_leapfrog,0.9013681411743164,1.3426017761230469,True
0,1000,1,integrator_leapfrog,0.4924640655517578,0.43874049186706543,True
0,1000,2,integrator_leapfrog,0.6068055629730225,0.783374547958374,True
0,1000,3,integrator_leapfrog,0.9823055267333984,1.4200694561004639,True
0,1000,4,integrator_leapfrog,0.9856431484222412,1.5784056186676025,True
0,1000,5,integrator_leapfrog,1.279822826385498,1.976839542388916,True
0,1250,1,integrator_leapfrog,0.5674850940704346,0.6816275119781494,True
0,1250,2,integrator_leapfrog,0.8945877552032471,1.2503736019134521,True
0,1250,3,integrator_leapfrog,1.1565253734588623,1.7377467155456543,True
0,1250,4,integrator_leapfrog,1.259964942932129,2.465047597885132,True
0,1250,5,integrator_leapfrog,1.7145130634307861,3.2991490364074707,True
0,1500,1,integrator_leapfrog,0.8350772857666016,0.9684762954711914,True
0,1500,2,integrator_leapfrog,1.2471647262573242,1.694162130355835,True
0,1500,3,integrator_leapfrog,1.8559801578521729,2.6007399559020996,True
0,1500,4,integrator_leapfrog,2.1089024543762207,3.6337521076202393,True
0,1500,5,integrator_leapfrog,2.68182110786438,4.573878526687622,True
0,1750,1,integrator_leapfrog,1.337559461593628,1.231994867324829,True
0,1750,2,integrator_leapfrog,1.767880916595459,2.4998555183410645,True
0,1750,3,integrator_leapfrog,2.1505813598632812,3.016517400741577,True
0,1750,4,integrator_leapfrog,2.963541269302368,4.854441404342651,True
0,1750,5,integrator_leapfrog,3.6525871753692627,6.233635425567627,True
0,2000,1,integrator_leapfrog,1.7457835674285889,1.6008830070495605,True
0,2000,2,integrator_leapfrog,1.9442861080169678,2.679064989089966,True
0,2000,3,integrator_leapfrog,2.8979885578155518,4.57299542427063,True
0,2000,4,integrator_leapfrog,3.7300326824188232,6.074758529663086,True
0,2000,5,integrator_leapfrog,4.3743674755096436,7.237915277481079,True
0,250,1,integrator_leapfrog,0.10627102851867676,0.06769919395446777,True
0,250,2,integrator_leapfrog,0.07462096214294434,0.06744098663330078,True
0,250,3,integrator_leapfrog,0.15433716773986816,0.1127016544342041,True
0,250,4,integrator_leapfrog,0.17116475105285645,0.14606189727783203,True
0,250,5,integrator_leapfrog,0.25874996185302734,0.23778009414672852,True
0,500,1,integrator_leapfrog,0.16669273376464844,0.12922048568725586,True
0,500,2,integrator_leapfrog,0.24786853790283203,0.2514207363128662,True
0,500,3,integrator_leapfrog,0.3115534782409668,0.31803369522094727,True
0,500,4,integrator_leapfrog,0.43506455421447754,0.4584991931915283,True
0,500,5,integrator_leapfrog,0.38785409927368164,0.5546073913574219,True
0,750,1,integrator_leapfrog,0.2207777500152588,0.20519256591796875,True
0,750,2,integrator_leapfrog,0.3787357807159424,0.46377110481262207,True
0,750,3,integrator_leapfrog,0.4928300380706787,0.6515753269195557,True
0,750,4,integrator_leapfrog,0.619330644607544,0.9622385501861572,True
0,750,5,integrator_leapfrog,0.8589816093444824,1.4607830047607422,True
0,1000,1,integrator_leapfrog,0.41675305366516113,0.39484143257141113,True
0,1000,2,integrator_leapfrog,0.5650160312652588,0.7575974464416504,True
0,1000,3,integrator_leapfrog,0.7607762813568115,1.1744120121002197,True
0,1000,4,integrator_leapfrog,1.1023142337799072,1.4873967170715332,True
0,1000,5,integrator_leapfrog,1.1413180828094482,1.818817377090454,True
0,1250,1,integrator_leapfrog,0.6535181999206543,0.5211362838745117,True
0,1250,2,integrator_leapfrog,0.8523881435394287,1.0944032669067383,True
0,1250,3,integrator_leapfrog,1.184361219406128,1.7005937099456787,True
0,1250,4,integrator_leapfrog,1.4383611679077148,2.4320592880249023,True
0,1250,5,integrator_leapfrog,1.9363572597503662,3.0983450412750244,True
0,1500,1,integrator_leapfrog,0.7990584373474121,0.802250862121582,True
0,1500,2,integrator_leapfrog,1.2951984405517578,1.5672111511230469,True
0,1500,3,integrator_leapfrog,1.401090383529663,2.5178844928741455,True
0,1500,4,integrator_leapfrog,2.019927978515625,3.5377328395843506,True
0,1500,5,integrator_leapfrog,2.5758888721466064,4.498867750167847,True
0,1750,1,integrator_leapfrog,1.3277106285095215,1.2725765705108643,True
0,1750,2,integrator_leapfrog,1.5980219841003418,2.028505563735962,True
0,1750,3,integrator_leapfrog,2.1491174697875977,4.53009295463562,True
0,1750,4,integrator_leapfrog,3.1954574584960938,4.8280534744262695,True
0,1750,5,integrator_leapfrog,3.272753953933716,6.2300498485565186,True
0,2000,1,integrator_leapfrog,1.7568988800048828,1.6025056838989258,True
0,2000,2,integrator_leapfrog,2.1705403327941895,2.791414260864258,True
0,2000,3,integrator_leapfrog,2.9159798622131348,4.425522804260254,True
0,2000,4,integrator_leapfrog,3.6003925800323486,6.755868434906006,True
0,2000,5,integrator_leapfrog,4.262320041656494,7.209615707397461,True
0,250,1,integrator_leapfrog,0.06050229072570801,0.02992844581604004,True
0,250,2,integrator_leapfrog,0.12261962890625,0.0703890323638916,True
0,250,3,integrator_leapfrog,0.13420677185058594,0.14314556121826172,True
0,250,4,integrator_leapfrog,0.22293424606323242,0.17390060424804688,True
0,250,5,integrator_leapfrog,0.2816629409790039,0.19838595390319824,True
0,500,1,integrator_leapfrog,0.1800391674041748,0.12756085395812988,True
0,500,2,integrator_leapfrog,0.19205832481384277,0.2313861846923828,True
0,500,3,integrator_leapfrog,0.3034176826477051,0.3284275531768799,True
0,500,4,integrator_leapfrog,0.3359715938568115,0.427534818649292,True
0,500,5,integrator_leapfrog,0.4232053756713867,0.5029070377349854,True
0,750,1,integrator_leapfrog,0.2955625057220459,0.22780275344848633,True
0,750,2,integrator_leapfrog,0.32410502433776855,0.4280405044555664,True
0,750,3,integrator_leapfrog,0.5827062129974365,0.8364357948303223,True
0,750,4,integrator_leapfrog,0.6939823627471924,1.070627212524414,True
0,750,5,integrator_leapfrog,0.8362634181976318,1.0854039192199707,True
0,1000,1,integrator_leapfrog,0.37494730949401855,0.3294413089752197,True
0,1000,2,integrator_leapfrog,0.5501489639282227,0.8200385570526123,True
0,1000,3,integrator_leapfrog,0.7844550609588623,1.1376371383666992,True
0,1000,4,integrator_leapfrog,1.0967614650726318,1.5043604373931885,True
0,1000,5,integrator_leapfrog,1.1730589866638184,1.8794333934783936,True
0,1250,1,integrator_leapfrog,0.5576083660125732,0.5502145290374756,True
0,1250,2,integrator_leapfrog,0.8550348281860352,1.1982026100158691,True
0,1250,3,integrator_leapfrog,1.2367122173309326,1.767418622970581,True
0,1250,4,integrator_leapfrog,1.4452991485595703,2.4367382526397705,True
0,1250,5,integrator_leapfrog,1.7874891757965088,3.3638248443603516,True
0,1500,1,integrator_leapfrog,0.8189752101898193,0.7853734493255615,True
0,1500,2,integrator_leapfrog,1.2596814632415771,1.5513160228729248,True
0,1500,3,integrator_leapfrog,1.452883243560791,2.497502326965332,True
0,1500,4,integrator_leapfrog,2.1211869716644287,3.356043815612793,True
0,1500,5,integrator_leapfrog,2.6769533157348633,4.918118238449097,True
0,1750,1,integrator_leapfrog,1.295466423034668,1.025721549987793,True
0,1750,2,integrator_leapfrog,1.6696524620056152,2.130145788192749,True
0,1750,3,integrator_leapfrog,2.091146230697632,3.2728302478790283,True
0,1750,4,integrator_leapfrog,2.566671133041382,4.754035472869873,True
0,1750,5,integrator_leapfrog,3.5260279178619385,6.276320695877075,True
0,2000,1,integrator_leapfrog,1.8399136066436768,1.5023279190063477,True
0,2000,2,integrator_leapfrog,2.235464572906494,3.0603253841400146,True
0,2000,3,integrator_leapfrog,3.0252835750579834,4.631239891052246,True
0,2000,4,integrator_leapfrog,3.7704291343688965,6.270205497741699,True
0,2000,5,integrator_leapfrog,4.013752222061157,7.294966220855713,True
0,250,1,integrator_leapfrog,0.06203961372375488,0.028911590576171875,True
0,250,2,integrator_leapfrog,0.11788249015808105,0.08045697212219238,True
0,250,3,integrator_leapfrog,0.18796992301940918,0.13583827018737793,True
0,250,4,integrator_leapfrog,0.1953258514404297,0.16165518760681152,True
0,250,5,integrator_leapfrog,0.226898193359375,0.18225979804992676,True
0,500,1,integrator_leapfrog,0.17644143104553223,0.12006616592407227,True
0,500,2,integrator_leapfrog,0.30632996559143066,0.20328235626220703,True
0,500,3,integrator_leapfrog,0.18426275253295898,0.3487710952758789,True
0,500,4,integrator_leapfrog,0.35260629653930664,0.5731260776519775,True
0,500,5,integrator_leapfrog,0.6934394836425781,0.6195471286773682,True
0,750,1,integrator_leapfrog,0.23885774612426758,0.21761846542358398,True
0,750,2,integrator_leapfrog,0.3613095283508301,0.42319416999816895,True
0,750,3,integrator_leapfrog,0.5195605754852295,0.6873049736022949,True
0,750,4,integrator_leapfrog,0.6120197772979736,0.8634722232818604,True
0,750,5,integrator_leapfrog,0.7322795391082764,1.1465237140655518,True
0,1000,1,integrator_leapfrog,0.3859400749206543,0.3275148868560791,True
0,1000,2,integrator_leapfrog,0.793785810470581,0.8623123168945312,True
0,1000,3,integrator_leapfrog,0.8511874675750732,1.0791282653808594,True
0,1000,4,integrator_leapfrog,0.9634137153625488,1.4812562465667725,True
0,1000,5,integrator_leapfrog,1.2471585273742676,1.8123140335083008,True
0,1250,1,integrator_leapfrog,0.6450068950653076,0.6661241054534912,True
0,1250,2,integrator_leapfrog,0.9832143783569336,1.2380828857421875,True
0,1250,3,integrator_leapfrog,1.251091718673706,1.661987066268921,True
0,1250,4,integrator_leapfrog,1.3742146492004395,2.58200740814209,True
0,1250,5,integrator_leapfrog,1.832962989807129,3.12502384185791,True
0,1500,1,integrator_leapfrog,0.9877443313598633,1.0057737827301025,True
0,1500,2,integrator_leapfrog,1.2588953971862793,1.5530290603637695,True
0,1500,3,integrator_leapfrog,1.6115520000457764,2.2868783473968506,True
0,1500,4,integrator_leapfrog,2.4439475536346436,3.721921920776367,True
0,1500,5,integrator_leapfrog,2.54190993309021,4.303483963012695,True
0,1750,1,integrator_leapfrog,1.401644229888916,1.180140495300293,True
0,1750,2,integrator_leapfrog,1.8109376430511475,2.0008420944213867,True
0,1750,3,integrator_leapfrog,2.3977911472320557,3.7122690677642822,True
0,1750,4,integrator_leapfrog,2.9420700073242188,4.730074882507324,True
0,1750,5,integrator_leapfrog,3.237990379333496,6.016657829284668,True
0,2000,1,integrator_leapfrog,1.7360212802886963,1.597665548324585,True
0,2000,2,integrator_leapfrog,1.9693636894226074,2.9171998500823975,True
0,2000,3,integrator_leapfrog,2.7142200469970703,4.377561092376709,True
0,2000,4,integrator_leapfrog,3.1441917419433594,6.068207263946533,True
0,2000,5,integrator_leapfrog,4.176597833633423,7.574373722076416,True
0,250,1,integrator_leapfrog,0.07787179946899414,0.03861427307128906,True
0,250,2,integrator_leapfrog,0.10265016555786133,0.08223843574523926,True
0,250,3,integrator_leapfrog,0.34749603271484375,0.17150092124938965,True
0,250,4,integrator_leapfrog,0.208207368850708,0.17136144638061523,True
0,250,5,integrator_leapfrog,0.33722519874572754,0.19694304466247559,True
0,500,1,integrator_leapfrog,0.1620314121246338,0.1407320499420166,True
0,500,2,integrator_leapfrog,0.18795561790466309,0.20353460311889648,True
0,500,3,integrator_leapfrog,0.29578685760498047,0.31197500228881836,True
0,500,4,integrator_leapfrog,0.30087947845458984,0.4295222759246826,True
0,500,5,integrator_leapfrog,0.43302440643310547,0.5385499000549316,True
0,750,1,integrator_leapfrog,0.24892950057983398,0.2248387336730957,True
0,750,2,integrator_leapfrog,0.33034253120422363,0.466416597366333,True
0,750,3,integrator_leapfrog,0.48282885551452637,0.6481320858001709,True
0,750,4,integrator_leapfrog,0.583301305770874,0.839026689529419,True
0,750,5,integrator_leapfrog,0.7994225025177002,1.2118182182312012,True
0,1000,1,integrator_leapfrog,0.506974458694458,0.49474167823791504,True
0,1000,2,integrator_leapfrog,0.5586559772491455,0.7802174091339111,True
0,1000,3,integrator_leapfrog,0.8051257133483887,1.3404173851013184,True
0,1000,4,integrator_leapfrog,1.0505704879760742,1.4564416408538818,True
0,1000,5,integrator_leapfrog,1.1760969161987305,1.8827195167541504,True
0,1250,1,integrator_leapfrog,0.5890500545501709,0.5186848640441895,True
0,1250,2,integrator_leapfrog,0.884976863861084,1.193678855895996,True
0,1250,3,integrator_leapfrog,1.057175636291504,1.7451651096343994,True
0,1250,4,integrator_leapfrog,1.4510633945465088,2.613360643386841,True
0,1250,5,integrator_leapfrog,1.8171582221984863,3.0349693298339844,True
0,1500,1,integrator_leapfrog,0.9815099239349365,0.9613938331604004,True
0,1500,2,integrator_leapfrog,1.5286383628845215,1.5412497520446777,True
0,1500,3,integrator_leapfrog,1.5266211032867432,2.3960134983062744,True
0,1500,4,integrator_leapfrog,2.022094488143921,3.5314505100250244,True
0,1500,5,integrator_leapfrog,2.426851272583008,4.3746092319488525,True
0,1750,1,integrator_leapfrog,1.3718876838684082,1.2657859325408936,True
0,1750,2,integrator_leapfrog,1.5505754947662354,2.105642795562744,True
0,1750,3,integrator_leapfrog,2.164233446121216,3.683161497116089,True
0,1750,4,integrator_leapfrog,2.427539110183716,4.862411737442017,True
0,1750,5,integrator_leapfrog,3.471877336502075,6.235072135925293,True
0,2000,1,integrator_leapfrog,1.6417853832244873,1.3091890811920166,True
0,2000,2,integrator_leapfrog,2.1791303157806396,2.9751992225646973,True
0,2000,3,integrator_leapfrog,3.020336627960205,4.574118614196777,True
0,2000,4,integrator_leapfrog,3.5469701290130615,6.027196168899536,True
0,2000,5,integrator_leapfrog,4.42234468460083,7.8694963455200195,True
0,250,1,integrator_leapfrog,0.06284761428833008,0.030369281768798828,True
0,250,2,integrator_leapfrog,0.10250639915466309,0.07609820365905762,True
0,250,3,integrator_leapfrog,0.21091008186340332,0.12190580368041992,True
0,250,4,integrator_leapfrog,0.15943574905395508,0.1460864543914795,True
0,250,5,integrator_leapfrog,0.22002410888671875,0.2182939052581787,True
0,500,1,integrator_leapfrog,0.18468427658081055,0.12942814826965332,True
0,500,2,integrator_leapfrog,0.25286865234375,0.2507815361022949,True
0,500,3,integrator_leapfrog,0.4779226779937744,0.3677389621734619,True
0,500,4,integrator_leapfrog,0.37843918800354004,0.44583702087402344,True
0,500,5,integrator_leapfrog,0.40529918670654297,0.5647437572479248,True
0,750,1,integrator_leapfrog,0.21365642547607422,0.18994402885437012,True
0,750,2,integrator_leapfrog,0.39806222915649414,0.44914960861206055,True
0,750,3,integrator_leapfrog,0.5515565872192383,0.6787128448486328,True
0,750,4,integrator_leapfrog,0.6086843013763428,0.9006106853485107,True
0,750,5,integrator_leapfrog,0.8203315734863281,1.1300604343414307,True
0,1000,1,integrator_leapfrog,0.4394803047180176,0.32196879386901855,True
0,1000,2,integrator_leapfrog,0.5923311710357666,0.7742865085601807,True
0,1000,3,integrator_leapfrog,0.8931827545166016,1.0782690048217773,True
0,1000,4,integrator_leapfrog,1.0705926418304443,1.496361255645752,True
0,1000,5,integrator_leapfrog,1.1136553287506104,1.8915441036224365,True
0,1250,1,integrator_leapfrog,0.5651555061340332,0.5788922309875488,True
0,1250,2,integrator_leapfrog,0.8273050785064697,1.1828739643096924,True
0,1250,3,integrator_leapfrog,1.2476470470428467,1.8925154209136963,True
0,1250,4,integrator_leapfrog,1.4628970623016357,2.4845900535583496,True
0,1250,5,integrator_leapfrog,1.8079047203063965,3.3624424934387207,True
